galaxy_id,distance_mpc,inclination_deg,luminosity_3p6_lsun,disk_scale_length_kpc,central_surface_brightness,morphological_type,photometry_quality_flag,metadata_source,data_mode,source_table,source_notes
UGC02885,80.6,64.0,403.525,11.4,470.79,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC02916,65.4,50.0,124.153,6.15,520.99,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC02953,16.5,50.0,259.518,3.55,4215.31,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC03205,50.0,67.0,113.642,3.19,3915.89,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC03546,28.7,55.0,101.336,3.79,922.21,1.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC03580,20.7,63.0,13.266,2.43,302.57,1.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC04278,9.51,90.0,1.307,2.21,377.42,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC04305,3.45,40.0,0.736,1.16,88.07,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC04325,9.6,41.0,2.026,1.86,213.22,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC04483,3.34,58.0,0.013,0.18,82.57,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC04499,12.5,50.0,1.552,1.73,127.3,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05005,53.7,41.0,4.1,3.2,65.59,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05253,22.9,37.0,171.582,8.07,189.16,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05414,9.4,55.0,1.123,1.47,127.3,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05716,21.3,54.0,0.588,1.14,90.54,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05721,6.18,61.0,0.531,0.38,913.76,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05750,58.7,64.0,3.336,3.46,124.98,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05764,7.47,60.0,0.085,1.17,33.79,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05829,8.64,34.0,0.564,1.99,63.22,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05918,7.66,46.0,0.233,1.66,24.94,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05986,8.63,90.0,4.695,1.67,1725.16,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC05999,47.7,22.0,3.384,3.22,51.62,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06399,18.0,75.0,2.296,2.05,311.05,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06446,12.0,51.0,0.988,1.49,86.46,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06614,88.7,36.0,124.35,5.1,540.54,1.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06628,15.1,20.0,3.739,2.82,103.0,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06667,18.0,89.0,1.397,5.15,614.94,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06786,29.3,64.0,73.407,3.6,1078.52,0.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06787,21.3,66.0,98.256,5.37,429.37,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06818,18.0,75.0,1.588,1.39,286.31,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06917,18.0,56.0,6.832,2.76,261.11,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06923,18.0,65.0,2.89,1.44,347.4,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06930,18.0,32.0,8.932,3.94,189.16,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06973,18.0,71.0,53.87,1.07,12730.05,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC06983,18.0,49.0,5.298,3.21,121.57,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07089,18.0,80.0,3.585,2.26,520.99,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07125,19.8,90.0,2.712,3.38,103.0,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07151,6.87,90.0,2.284,1.25,965.67,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07232,2.83,59.0,0.113,0.29,227.42,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07261,13.1,30.0,1.753,1.2,566.02,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07323,8.0,47.0,4.109,2.26,283.68,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07399,8.43,55.0,1.156,1.64,135.78,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07524,4.74,46.0,2.436,3.46,106.86,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07559,4.97,61.0,0.109,0.58,55.06,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07577,2.59,63.0,0.045,0.9,54.55,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07603,4.7,78.0,0.376,0.53,520.99,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07608,8.21,25.0,0.264,1.5,46.65,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07690,8.11,41.0,0.858,0.57,395.21,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC07866,4.57,44.0,0.124,0.61,97.46,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC08286,6.5,90.0,1.255,1.05,1488.78,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC08490,4.65,50.0,1.017,0.67,576.54,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC08550,6.7,90.0,0.289,0.45,1284.78,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC08699,39.3,73.0,50.302,3.09,1370.35,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC08837,7.21,80.0,0.501,1.72,77.42,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC09037,83.6,65.0,68.614,4.28,841.07,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC09133,57.1,53.0,282.926,6.97,864.63,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC09992,10.7,30.0,0.336,1.04,73.25,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC10310,15.2,34.0,1.741,1.8,158.79,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC11455,78.6,90.0,374.322,5.93,9568.2,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC11557,24.2,30.0,12.101,2.75,337.93,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC11820,18.1,45.0,0.97,2.08,34.11,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC11914,16.9,31.0,150.028,2.44,3168.33,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC12506,100.6,86.0,139.571,7.38,5608.28,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC12632,9.77,46.0,1.301,2.42,66.81,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC12732,13.2,39.0,1.667,1.98,120.46,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGCA281,5.68,67.0,0.194,1.72,12.05,11.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGCA442,4.35,64.0,0.14,1.18,116.1,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGCA444,0.98,78.0,0.012,0.83,22.74,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
