galaxy_id,source_file,distance_mpc,r_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,sb_disk_lpc2,sb_bulge_lpc2,v_bar_kms,residual_v2_kms2,quality_flag,data_source,data_mode
NGC0100,NGC0100_rotmod.dat,13.5,0.69,20.0,4.09,-1.93,23.77,0.0,114.33,0.0,23.848224252551802,-168.7378,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,1.15,33.0,4.0,-3.62,34.7,0.0,92.98,0.0,34.888313229504234,-128.1944000000001,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,1.59,42.7,4.0,-4.31,41.73,0.0,70.0,0.0,41.9519844584258,63.321000000000595,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,2.05,49.9,4.0,-3.92,46.7,0.0,54.62,0.0,46.864233696925,293.7535999999991,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,2.51,55.5,4.0,3.21,50.33,0.0,43.18,0.0,50.432261499956546,536.8370000000009,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,2.97,61.9,4.0,7.43,53.12,0.0,33.14,0.0,53.637107490989855,954.6706999999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,3.42,67.9,4.0,10.05,55.1,0.0,25.5,0.0,56.00903944900323,1473.3975000000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,3.88,73.1,4.0,11.97,55.08,0.0,16.1,0.0,56.365657097207695,2166.5226999999986,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,4.34,76.1,3.0,13.61,54.16,0.0,13.06,0.0,55.843868956224725,2672.6722999999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,4.79,77.8,5.34,14.82,53.32,0.0,9.76,0.0,55.34125766550666,2990.1851999999994,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,5.24,79.0,4.0,15.7,52.48,0.0,7.4,0.0,54.778101463997444,3240.359600000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,5.7,78.5,5.6,16.36,50.92,0.0,5.05,0.0,53.48360496451226,3301.7539999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,6.16,79.8,7.15,16.58,49.36,0.0,4.2,0.0,52.07020261147444,3656.734,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,7.16,83.4,5.12,17.02,46.44,0.0,2.37,0.0,49.460630808755354,4509.206000000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,7.52,84.6,4.0,17.46,45.44,0.0,2.01,0.0,48.679001633147735,4787.514799999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,7.98,86.1,5.53,18.01,44.24,0.0,1.61,0.0,47.76544462265583,5131.672299999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,8.44,87.5,10.2,18.77,43.11,0.0,1.27,0.0,47.0189855271251,5445.465,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,8.9,89.0,7.77,19.76,41.91,0.0,0.96,0.0,46.33471376840478,5774.094300000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,9.35,90.4,5.16,20.86,40.72,0.0,0.84,0.0,45.752136562132264,6078.902000000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0100,NGC0100_rotmod.dat,13.5,9.62,91.2,13.7,21.63,40.12,0.0,0.83,0.0,45.579285865401616,6239.968700000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,1.08,34.6,0.9,2.87,22.18,0.0,66.02,0.0,22.36491225111335,696.9707000000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,1.61,47.0,0.8,4.22,29.63,0.0,54.33,0.0,29.9290043269067,1313.2547,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,2.15,59.1,3.1,5.53,34.54,0.0,44.47,0.0,34.97988707814821,2269.2174999999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,2.7,64.4,1.4,7.02,38.17,0.0,37.92,0.0,38.81017005889049,2641.1307000000006,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,3.22,67.4,2.3,8.74,41.49,0.0,33.35,0.0,42.40056249626885,2744.952300000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,3.77,69.8,0.7,10.74,44.33,0.0,29.03,0.0,45.61245992050856,2791.5434999999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,4.31,71.3,1.1,12.87,46.65,0.0,25.59,0.0,48.3927618554676,2741.8306,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,4.85,73.2,1.7,14.02,48.71,0.0,22.37,0.0,50.68751818741967,2789.015500000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,5.38,75.1,3.0,14.25,50.36,0.0,19.55,0.0,52.3372916762035,2900.817899999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,5.92,78.5,3.8,15.4,51.67,0.0,17.02,0.0,53.916128384742166,3255.3011,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,6.46,81.4,5.0,17.47,52.6,0.0,14.83,0.0,55.42527311615162,3553.9991000000014,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,6.99,83.5,7.0,20.12,53.23,0.0,13.01,0.0,56.90559990018557,3734.0027,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,7.53,87.1,7.2,23.34,53.67,0.0,11.5,0.0,58.525417555110195,4161.185499999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,8.07,90.7,4.8,25.63,54.09,0.0,10.34,0.0,59.8550332052368,4643.865,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,8.62,93.1,1.4,27.36,54.75,0.0,9.41,0.0,61.20565415057664,4921.477899999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,9.14,95.9,2.1,29.31,55.29,0.0,8.09,0.0,62.578432386885495,5280.749800000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,9.69,98.4,5.2,31.5,55.46,0.0,6.86,0.0,63.78135777795892,5614.4984,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,10.23,101.0,8.2,33.45,55.35,0.0,5.8,0.0,64.67244390001045,6018.475000000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,10.76,103.0,9.4,35.18,54.98,0.0,4.92,0.0,65.27199093026043,6348.5672,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,11.3,104.0,9.4,36.44,54.45,0.0,4.17,0.0,65.51851722986412,6523.3238999999985,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,11.84,105.0,8.9,37.01,53.82,0.0,3.57,0.0,65.3171684934367,6758.6675000000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,12.38,105.0,8.4,37.01,53.2,0.0,3.12,0.0,64.80725345206352,6825.019900000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,12.91,105.0,9.0,36.33,52.54,0.0,2.63,0.0,63.8773864524841,6944.6795,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,13.48,106.0,8.4,35.29,51.7,0.0,2.23,0.0,62.596118889273,7317.7258999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,14.01,108.0,7.7,34.03,50.9,0.0,1.96,0.0,61.22786048850637,7915.1491000000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0247,NGC0247_rotmod.dat,3.7,14.54,107.0,9.2,32.65,50.18,0.0,1.79,0.0,59.86697670669532,7864.945100000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,1.5,164.0,28.2,3.86,179.05,0.0,1392.39,0.0,179.09160253903588,-5177.802100000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,2.52,194.0,32.0,5.64,226.49,0.0,684.62,0.0,226.56021208499962,-13693.529700000006,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,3.46,175.0,25.2,6.85,215.85,0.0,390.61,0.0,215.95866502643509,-16013.144999999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,4.32,185.0,31.5,7.4,220.68,0.0,299.95,0.0,220.8040361949935,-14529.422400000003,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,5.43,175.0,27.9,6.0,221.66,0.0,148.1,0.0,221.74119058037007,-18544.1556,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,6.38,167.0,27.2,4.74,211.57,0.0,68.44,0.0,211.6230906588409,-16895.332499999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,7.57,176.0,7.18,7.37,198.06,0.0,40.47,0.0,198.1970749027341,-8306.08049999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,10.6,185.0,4.29,21.99,170.85,0.0,14.69,0.0,172.25934691621237,4551.717399999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,13.57,183.0,4.22,32.44,151.82,0.0,5.42,0.0,155.24711269456833,9387.334000000003,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,16.64,172.0,4.33,38.81,136.17,0.0,3.34,0.0,141.59267283302478,9535.515000000007,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,19.71,161.0,4.24,42.5,127.01,0.0,3.06,0.0,133.93203537615636,7983.209900000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,22.68,156.0,5.08,49.56,119.49,0.0,1.47,0.0,129.36017045443313,7601.946300000007,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,25.75,159.0,6.49,54.94,111.5,0.0,0.76,0.0,124.3006580835355,9830.346400000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,28.72,173.0,6.97,55.53,105.68,0.0,0.64,0.0,119.3810843475632,15677.1567,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,31.79,177.0,6.57,60.71,100.59,0.0,0.4,0.0,117.49064728734795,17524.947799999994,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,34.77,179.0,4.47,65.78,96.09,0.0,0.25,0.0,116.4486861239748,18480.7035,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,37.84,181.0,4.26,67.48,92.02,0.0,0.16,0.0,114.11060774529247,19739.7692,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,40.81,182.0,4.26,68.67,88.49,0.0,0.1,0.0,112.0091469479167,20577.951,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,43.88,182.0,4.83,68.27,85.15,0.0,0.06,0.0,109.13897287403799,21212.6846,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,46.85,180.0,5.5,67.18,82.29,0.0,0.04,0.0,106.22992280897131,21115.203499999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,49.92,177.0,8.5,65.98,79.64,0.0,0.03,0.0,103.42093598493489,20633.11,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,52.99,175.0,11.0,65.09,77.21,0.0,0.02,0.0,100.98560392451985,20426.9078,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,55.96,172.0,11.6,64.29,75.06,0.0,0.01,0.0,98.82918445479554,19816.7923,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,59.03,168.0,12.6,62.6,72.97,0.0,0.01,0.0,96.14250308786431,18980.619100000004,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,62.0,158.0,5.38,59.81,71.15,0.0,0.0,0.0,92.94922592469504,16324.4414,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,65.07,158.0,6.5,57.13,69.42,0.0,0.0,0.0,89.9053574599423,16881.0267,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,68.05,166.0,15.5,55.14,67.85,0.0,0.0,0.0,87.43021274136304,19911.9579,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0289,NGC0289_rotmod.dat,20.8,71.12,165.0,8.75,53.24,66.34,0.0,0.0,0.0,85.06170231073442,19989.5068,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,0.91,33.1,3.9,0.0,31.52,0.0,90.5,0.0,31.52,102.09960000000012,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,1.36,46.7,2.7,0.0,37.5,0.0,67.25,0.0,37.5,774.6400000000003,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,1.82,53.9,4.7,0.0,42.04,0.0,53.8,0.0,42.04,1137.8484,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,2.27,58.8,2.5,2.86,46.16,0.0,41.88,0.0,46.24851565185633,1318.5147999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,2.72,65.6,2.6,7.4,48.37,0.0,31.96,0.0,48.932779401951,1908.9430999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,3.17,70.8,2.7,8.38,49.78,0.0,24.71,0.0,50.480419966557335,2464.367199999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,3.63,82.1,4.9,8.42,50.48,0.0,18.99,0.0,51.177405170641464,4121.2832,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,4.08,84.1,6.6,9.19,50.65,0.0,14.68,0.0,51.47697155039329,4422.9313999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,4.54,83.4,6.2,12.0,50.39,0.0,11.28,0.0,51.799151537452815,4272.407900000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,4.99,81.5,2.7,12.98,49.84,0.0,8.72,0.0,51.50248537692138,3989.7439999999997,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,5.45,80.8,4.0,13.57,49.05,0.0,6.7,0.0,50.89250828953118,3938.5925999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,5.9,82.8,12.4,15.44,48.12,0.0,5.18,0.0,50.53640272120681,4301.912,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,6.36,88.2,11.7,20.16,47.07,0.0,3.98,0.0,51.20557098597769,5157.229500000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,6.81,88.5,8.5,24.2,45.98,0.0,3.08,0.0,51.959603539673004,5132.4496,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,7.26,88.4,8.9,27.05,44.86,0.0,2.38,0.0,52.38436885178631,5070.437900000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,7.71,88.2,10.8,28.23,43.73,0.0,1.84,0.0,52.05041594454361,5069.994200000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,8.17,89.5,3.1,27.84,42.59,0.0,1.41,0.0,50.88195849218071,5421.2762999999995,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,8.62,89.7,9.5,26.95,41.5,0.0,1.09,0.0,49.48285056461481,5597.5375,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,9.07,93.7,7.3,26.46,40.45,0.0,0.84,0.0,48.335640059897834,6443.3559000000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,9.53,97.0,5.7,26.26,39.41,0.0,0.65,0.0,47.357530552173,7166.264300000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,9.96,96.2,1.5,25.18,38.5,0.0,0.51,0.0,46.003069462808675,7138.1576000000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,10.45,94.8,2.1,24.1,37.5,0.0,0.38,0.0,44.57645118221055,6999.979999999999,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,10.93,92.5,13.9,23.02,36.62,0.0,0.29,0.0,43.25441942738337,6685.305200000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,11.32,92.8,10.6,22.03,35.97,0.0,0.23,0.0,42.18011142706951,6832.6782,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0300,NGC0300_rotmod.dat,2.08,11.8,93.5,12.1,21.74,35.19,0.0,0.0,0.0,41.36379697271516,7031.286300000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,1.17,123.0,6.2,2.58,183.66,0.0,2905.87,0.0,183.67812063498474,-18608.65200000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,1.56,142.0,6.2,3.43,210.66,0.0,2304.03,0.0,210.68792205534706,-24225.400499999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,1.96,205.0,6.2,4.28,232.37,0.0,1870.29,0.0,232.4094131054076,-11989.135300000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,2.73,228.0,6.2,5.96,264.64,0.0,1313.72,0.0,264.70710455142677,-18085.851199999976,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,3.52,238.0,6.2,7.61,281.54,0.0,825.59,0.0,281.64283001702705,-22678.683699999994,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,10.59,229.0,4.2,23.2,269.17,0.0,159.49,0.0,270.16796423706495,-20549.728900000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,17.65,225.0,6.9,37.46,243.6,0.0,48.01,0.0,246.46340823740957,-10119.211600000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,24.61,220.0,4.0,47.21,226.69,0.0,36.25,0.0,231.55375229090976,-5217.140199999994,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,31.67,222.0,2.4,59.26,219.45,0.0,15.29,0.0,227.31047072231408,-2386.0501000000077,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,38.74,219.0,4.1,61.77,202.4,0.0,5.94,0.0,211.61590890100868,3179.7070999999924,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,45.8,214.0,4.7,58.45,183.36,0.0,2.13,0.0,192.45075240175083,8758.707899999994,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,52.86,216.0,2.6,58.96,169.7,0.0,1.2,0.0,179.65069329117546,14381.628400000005,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0801,NGC0801_rotmod.dat,80.7,59.82,216.0,8.8,66.89,158.21,0.0,0.0,0.0,171.7692527782548,17151.323800000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,0.92,234.0,12.0,-5.19,121.44,254.98,2850.07,1353.62,282.470193294797,-25033.410099999994,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,2.32,192.0,12.0,-10.42,280.89,185.98,1970.54,19.18,337.04054489037367,-76732.3289,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,3.24,212.0,6.3,-11.44,325.09,158.37,904.93,1.73,361.794746506911,-85951.4386,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,4.17,223.0,4.41,-11.64,311.44,139.66,398.34,0.15,341.5190753091253,-66906.2788,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,5.1,222.0,4.01,-11.54,293.95,126.35,271.63,0.01,320.16260962204814,-53220.09659999999,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,6.03,224.0,3.85,-11.44,280.55,116.3,183.28,0.0,303.9158865541583,-42188.866100000014,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,6.96,224.0,3.23,-9.02,271.7,108.06,131.67,0.0,292.53925206713717,-35403.21400000002,negative_component_present,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,7.89,226.0,3.4,6.44,260.33,101.6,102.27,0.0,279.5277132951221,-27059.742499999993,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,8.8,226.0,3.21,16.24,254.4,96.17,60.87,0.0,272.4550724431461,-23155.766499999983,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,9.73,227.0,2.75,25.64,241.26,91.46,35.23,0.0,259.2850338912757,-15699.728799999983,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,10.64,227.0,2.65,32.27,231.49,87.46,35.29,0.0,249.55605502571962,-10749.224599999994,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,11.58,224.0,2.35,35.44,224.36,83.84,17.47,0.0,242.12093837584558,-8446.548800000011,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,12.52,220.0,2.43,42.18,213.5,80.63,15.2,0.0,232.08317323752706,-5462.599300000002,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,13.46,218.0,2.3,46.37,208.0,77.76,12.53,0.0,226.8497178750725,-3936.7944999999963,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,14.4,217.0,2.77,49.33,200.84,75.18,6.77,0.0,220.0504189952839,-1333.1869000000006,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,15.33,216.0,4.43,49.33,193.84,72.86,4.92,0.0,212.87548966473335,1340.0259000000078,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,16.27,210.0,4.47,47.29,188.07,70.73,3.39,0.0,206.4204493261266,1490.598100000003,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC0891,NGC0891_rotmod.dat,9.91,17.11,208.0,4.35,45.04,182.56,68.97,0.0,0.0,200.283838838784,3150.3839000000007,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,1.25,47.0,7.6,2.05,56.98,0.0,175.71,0.0,57.01686504886076,-1041.9228999999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,2.08,59.5,4.5,6.07,64.63,0.0,107.61,0.0,64.91441904538621,-673.6318000000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,2.9,71.6,3.7,10.81,74.91,0.0,67.61,0.0,75.68595774646707,-601.8041999999987,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,3.73,77.6,3.1,14.74,77.71,0.0,47.27,0.0,79.09558584396477,-234.35170000000107,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,4.56,83.4,3.6,17.0,79.57,0.0,29.91,0.0,81.36574770749667,335.1751000000022,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,5.39,89.7,3.8,19.26,79.39,0.0,14.66,0.0,81.69283750733598,1372.3702999999996,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,6.22,93.8,2.4,21.62,73.38,0.0,7.84,0.0,76.49868495601739,2946.391199999998,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,7.04,99.0,3.0,23.59,69.52,0.0,5.24,0.0,73.41334006840991,4411.4815,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,7.87,103.0,2.5,27.03,65.95,0.0,3.23,0.0,71.27428287959128,5528.976600000001,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,8.7,100.0,2.3,28.5,62.8,0.0,2.03,0.0,68.96441111181912,5243.91,ok,SPARC_Lelli2016,observational_raw_ingestion
NGC1003,NGC1003_rotmod.dat,11.4,9.54,98.3,2.0,29.19,59.81,0.0,1.06,0.0,66.5529278093759,5233.5978,ok,SPARC_Lelli2016,observational_raw_ingestion
