rel_path,category,size_bytes,referenced,reference_hits,action,notes
outputs/figures/sparc_subset/DDO154_tau_gradient.png,keep_outputs_frozen,73455,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/DDO154_tau_profile.png,keep_outputs_frozen,66433,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/DDO154_tdf_knot_tau_gradient.png,keep_outputs_frozen,66251,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/DDO154_tdf_knot_tau_profile.png,keep_outputs_frozen,60567,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_baseline_rotation_comparison.png,keep_outputs_frozen,74416,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_baseline_rotation_comparison_refit.png,keep_outputs_frozen,76465,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_baseline_with_mond_rotation_comparison.png,keep_outputs_frozen,95254,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_full_model_rotation_comparison.png,keep_outputs_frozen,113514,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_rotation_baryonic_residual.png,keep_outputs_frozen,96064,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_tau_gradient.png,keep_outputs_frozen,83639,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_tau_profile.png,keep_outputs_frozen,62561,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_tdf_knot_tau_gradient.png,keep_outputs_frozen,75469,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/IC2574_tdf_knot_tau_profile.png,keep_outputs_frozen,63480,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_baseline_rotation_comparison.png,keep_outputs_frozen,81016,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_baseline_rotation_comparison_refit.png,keep_outputs_frozen,81363,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_baseline_with_mond_rotation_comparison.png,keep_outputs_frozen,103529,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_full_model_rotation_comparison.png,keep_outputs_frozen,112734,True,NGC2403_full_model_rotation_comparison.png; figures/sparc_subset/NGC2403_full_model_rotation_comparison.png; outputs/figures/sparc_subset/NGC2403_full_model_rotation_comparison.png,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_rotation_baryonic_residual.png,keep_outputs_frozen,89625,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_tau_gradient.png,keep_outputs_frozen,74522,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_tau_profile.png,keep_outputs_frozen,64684,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_tdf_knot_tau_gradient.png,keep_outputs_frozen,63472,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC2403_tdf_knot_tau_profile.png,keep_outputs_frozen,65833,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_baseline_rotation_comparison.png,keep_outputs_frozen,75102,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_baseline_rotation_comparison_refit.png,keep_outputs_frozen,75569,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_baseline_with_mond_rotation_comparison.png,keep_outputs_frozen,96058,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_full_model_rotation_comparison.png,keep_outputs_frozen,109416,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_rotation_baryonic_residual.png,keep_outputs_frozen,79437,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_tau_gradient.png,keep_outputs_frozen,59944,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_tau_profile.png,keep_outputs_frozen,78660,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_tdf_knot_tau_gradient.png,keep_outputs_frozen,53056,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC3198_tdf_knot_tau_profile.png,keep_outputs_frozen,59858,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_baseline_rotation_comparison.png,keep_outputs_frozen,80906,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_baseline_rotation_comparison_refit.png,keep_outputs_frozen,81409,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_baseline_with_mond_rotation_comparison.png,keep_outputs_frozen,107449,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_full_model_rotation_comparison.png,keep_outputs_frozen,123731,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_rotation_baryonic_residual.png,keep_outputs_frozen,83702,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_tau_gradient.png,keep_outputs_frozen,66842,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_tau_profile.png,keep_outputs_frozen,78619,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_tdf_knot_tau_gradient.png,keep_outputs_frozen,56468,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC6503_tdf_knot_tau_profile.png,keep_outputs_frozen,62132,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_baseline_rotation_comparison.png,keep_outputs_frozen,79713,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_baseline_rotation_comparison_refit.png,keep_outputs_frozen,81362,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_baseline_with_mond_rotation_comparison.png,keep_outputs_frozen,105165,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_full_model_rotation_comparison.png,keep_outputs_frozen,118347,True,NGC7814_full_model_rotation_comparison.png; figures/sparc_subset/NGC7814_full_model_rotation_comparison.png; outputs/figures/sparc_subset/NGC7814_full_model_rotation_comparison.png,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_rotation_baryonic_residual.png,keep_outputs_frozen,87623,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_tau_gradient.png,keep_outputs_frozen,69325,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_tau_profile.png,keep_outputs_frozen,66377,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_tdf_knot_tau_gradient.png,keep_outputs_frozen,52927,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/NGC7814_tdf_knot_tau_profile.png,keep_outputs_frozen,54657,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/expansion12_failure_case_residuals.png,keep_outputs_frozen,171053,True,expansion12_failure_case_residuals.png; figures/sparc_subset/expansion12_failure_case_residuals.png; outputs/figures/sparc_subset/expansion12_failure_case_residuals.png,keep,benchmark or publication output
outputs/figures/sparc_subset/expansion12_flex_recovery_radial_comparison.png,keep_outputs_frozen,115493,True,expansion12_flex_recovery_radial_comparison.png; figures/sparc_subset/expansion12_flex_recovery_radial_comparison.png; outputs/figures/sparc_subset/expansion12_flex_recovery_radial_comparison.png,keep,benchmark or publication output
outputs/figures/sparc_subset/expansion12_tdf3_vs_tdf5_gap.png,keep_outputs_frozen,62982,True,expansion12_tdf3_vs_tdf5_gap.png; figures/sparc_subset/expansion12_tdf3_vs_tdf5_gap.png; outputs/figures/sparc_subset/expansion12_tdf3_vs_tdf5_gap.png,keep,benchmark or publication output
outputs/figures/sparc_subset/expansion20_failure_case_residuals.png,keep_outputs_frozen,171497,True,expansion20_failure_case_residuals.png; figures/sparc_subset/expansion20_failure_case_residuals.png; outputs/figures/sparc_subset/expansion20_failure_case_residuals.png,keep,benchmark or publication output
outputs/figures/sparc_subset/expansion20_tdf3_vs_tdf5_gap.png,keep_outputs_frozen,52247,True,expansion20_tdf3_vs_tdf5_gap.png; figures/sparc_subset/expansion20_tdf3_vs_tdf5_gap.png; outputs/figures/sparc_subset/expansion20_tdf3_vs_tdf5_gap.png,keep,benchmark or publication output
outputs/figures/sparc_subset/holdout_residual_maps_all_galaxies.png,keep_outputs_frozen,89317,True,figures/sparc_subset/holdout_residual_maps_all_galaxies.png; holdout_residual_maps_all_galaxies.png; outputs/figures/sparc_subset/holdout_residual_maps_all_galaxies.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ktau_sensitivity_summary.png,keep_outputs_frozen,69527,True,figures/sparc_subset/ktau_sensitivity_summary.png; ktau_sensitivity_summary.png; outputs/figures/sparc_subset/ktau_sensitivity_summary.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ml_prior_weighted_success_summary.png,keep_outputs_frozen,34717,True,figures/sparc_subset/ml_prior_weighted_success_summary.png; ml_prior_weighted_success_summary.png; outputs/figures/sparc_subset/ml_prior_weighted_success_summary.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ml_scaled_model_winners_heatmap.png,keep_outputs_frozen,32677,True,figures/sparc_subset/ml_scaled_model_winners_heatmap.png; ml_scaled_model_winners_heatmap.png; outputs/figures/sparc_subset/ml_scaled_model_winners_heatmap.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ml_scaled_success_stability.png,keep_outputs_frozen,46571,True,figures/sparc_subset/ml_scaled_success_stability.png; ml_scaled_success_stability.png; outputs/figures/sparc_subset/ml_scaled_success_stability.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ml_sensitivity_success_vs_failure_summary.png,keep_outputs_frozen,53474,True,ml_sensitivity_success_vs_failure_summary.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc5055_radial_holdout_residuals.png,keep_outputs_frozen,103083,True,figures/sparc_subset/ngc5055_radial_holdout_residuals.png; ngc5055_radial_holdout_residuals.png; outputs/figures/sparc_subset/ngc5055_radial_holdout_residuals.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_baryonic_components.png,keep_outputs_frozen,86188,True,figures/sparc_subset/ngc7814_baryonic_components.png; ngc7814_baryonic_components.png; outputs/figures/sparc_subset/ngc7814_baryonic_components.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_holdout_residuals.png,keep_outputs_frozen,48617,True,ngc7814_holdout_residuals.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_ktau_sensitivity.png,keep_outputs_frozen,43460,True,figures/sparc_subset/ngc7814_ktau_sensitivity.png; ngc7814_ktau_sensitivity.png; outputs/figures/sparc_subset/ngc7814_ktau_sensitivity.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_ml_prior_weighted_model_support.png,keep_outputs_frozen,60715,True,figures/sparc_subset/ngc7814_ml_prior_weighted_model_support.png; ngc7814_ml_prior_weighted_model_support.png; outputs/figures/sparc_subset/ngc7814_ml_prior_weighted_model_support.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_ml_scaled_fair_comparison.png,keep_outputs_frozen,55542,True,figures/sparc_subset/ngc7814_ml_scaled_fair_comparison.png; ngc7814_ml_scaled_fair_comparison.png; outputs/figures/sparc_subset/ngc7814_ml_scaled_fair_comparison.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_ml_sensitivity_inner_residuals.png,keep_outputs_frozen,41927,True,figures/sparc_subset/ngc7814_ml_sensitivity_inner_residuals.png; ngc7814_ml_sensitivity_inner_residuals.png; outputs/figures/sparc_subset/ngc7814_ml_sensitivity_inner_residuals.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_ml_sensitivity_tau_profiles.png,keep_outputs_frozen,74153,True,ngc7814_ml_sensitivity_tau_profiles.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_photometry_prior_weight_distribution.png,keep_outputs_frozen,71097,True,figures/sparc_subset/ngc7814_photometry_prior_weight_distribution.png; ngc7814_photometry_prior_weight_distribution.png; outputs/figures/sparc_subset/ngc7814_photometry_prior_weight_distribution.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_prior_weight_distribution.png,keep_outputs_frozen,59523,True,figures/sparc_subset/ngc7814_prior_weight_distribution.png; ngc7814_prior_weight_distribution.png; outputs/figures/sparc_subset/ngc7814_prior_weight_distribution.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_prior_weighted_rmse_by_scenario.png,keep_outputs_frozen,95325,True,figures/sparc_subset/ngc7814_prior_weighted_rmse_by_scenario.png; ngc7814_prior_weighted_rmse_by_scenario.png; outputs/figures/sparc_subset/ngc7814_prior_weighted_rmse_by_scenario.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_radial_holdout_residual_map.png,keep_outputs_frozen,91857,True,figures/sparc_subset/ngc7814_radial_holdout_residual_map.png; ngc7814_radial_holdout_residual_map.png; outputs/figures/sparc_subset/ngc7814_radial_holdout_residual_map.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_residual_structure.png,keep_outputs_frozen,89167,True,ngc7814_residual_structure.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ngc7814_tau_vs_success_mean.png,keep_outputs_frozen,120977,True,ngc7814_tau_vs_success_mean.png,keep,benchmark or publication output
outputs/figures/sparc_subset/normalized_missing_acceleration_overlay.png,keep_outputs_frozen,172417,True,figures/sparc_subset/normalized_missing_acceleration_overlay.png; normalized_missing_acceleration_overlay.png; outputs/figures/sparc_subset/normalized_missing_acceleration_overlay.png,keep,benchmark or publication output
outputs/figures/sparc_subset/normalized_tau_gradient_overlay.png,keep_outputs_frozen,167953,True,figures/sparc_subset/normalized_tau_gradient_overlay.png; normalized_tau_gradient_overlay.png; outputs/figures/sparc_subset/normalized_tau_gradient_overlay.png,keep,benchmark or publication output
outputs/figures/sparc_subset/photometry_prior_model_support_summary.png,keep_outputs_frozen,46779,True,figures/sparc_subset/photometry_prior_model_support_summary.png; outputs/figures/sparc_subset/photometry_prior_model_support_summary.png; photometry_prior_model_support_summary.png,keep,benchmark or publication output
outputs/figures/sparc_subset/tau_pattern_similarity_heatmap.png,keep_outputs_frozen,62572,True,figures/sparc_subset/tau_pattern_similarity_heatmap.png; outputs/figures/sparc_subset/tau_pattern_similarity_heatmap.png; tau_pattern_similarity_heatmap.png,keep,benchmark or publication output
outputs/figures/sparc_subset/ugc05253_radial_holdout_residuals.png,keep_outputs_frozen,109752,True,figures/sparc_subset/ugc05253_radial_holdout_residuals.png; outputs/figures/sparc_subset/ugc05253_radial_holdout_residuals.png; ugc05253_radial_holdout_residuals.png,keep,benchmark or publication output
outputs/reports/README.md,keep_outputs_frozen,49,True,README.md,keep,benchmark or publication output
outputs/reports/controlled_expansion20_final_audit_report.md,keep_outputs_frozen,5943,True,controlled_expansion20_final_audit_report.md; outputs/reports/controlled_expansion20_final_audit_report.md; reports/controlled_expansion20_final_audit_report.md,keep,benchmark or publication output
outputs/reports/expansion12_benchmark_report.md,keep_outputs_frozen,2378,True,expansion12_benchmark_report.md; outputs/reports/expansion12_benchmark_report.md; reports/expansion12_benchmark_report.md,keep,benchmark or publication output
outputs/reports/expansion12_failure_mode_analysis_report.md,keep_outputs_frozen,5070,True,expansion12_failure_mode_analysis_report.md; outputs/reports/expansion12_failure_mode_analysis_report.md; reports/expansion12_failure_mode_analysis_report.md,keep,benchmark or publication output
outputs/reports/expansion12_radial_residual_map_report.md,keep_outputs_frozen,3623,True,expansion12_radial_residual_map_report.md; outputs/reports/expansion12_radial_residual_map_report.md; reports/expansion12_radial_residual_map_report.md,keep,benchmark or publication output
outputs/reports/expansion20_benchmark_report.md,keep_outputs_frozen,3814,True,expansion20_benchmark_report.md; outputs/reports/expansion20_benchmark_report.md; reports/expansion20_benchmark_report.md,keep,benchmark or publication output
outputs/reports/expansion20_failure_mode_analysis_report.md,keep_outputs_frozen,4542,True,expansion20_failure_mode_analysis_report.md; outputs/reports/expansion20_failure_mode_analysis_report.md; reports/expansion20_failure_mode_analysis_report.md,keep,benchmark or publication output
outputs/reports/ml_prior_weighting_audit_report.md,keep_outputs_frozen,3617,True,ml_prior_weighting_audit_report.md; outputs/reports/ml_prior_weighting_audit_report.md; reports/ml_prior_weighting_audit_report.md,keep,benchmark or publication output
outputs/reports/mock_data_warning.txt,keep_outputs_frozen,51,True,mock_data_warning.txt; outputs/reports/mock_data_warning.txt; reports/mock_data_warning.txt,keep,benchmark or publication output
outputs/reports/ngc7814_failure_mode_report.md,keep_outputs_frozen,4280,True,ngc7814_failure_mode_report.md; outputs/reports/ngc7814_failure_mode_report.md; reports/ngc7814_failure_mode_report.md,keep,benchmark or publication output
outputs/reports/paper_figures_report.md,keep_outputs_frozen,1642,True,outputs/reports/paper_figures_report.md; paper_figures_report.md; reports/paper_figures_report.md,keep,benchmark or publication output
outputs/reports/paper_manuscript_draft_report.md,keep_outputs_frozen,1117,True,outputs/reports/paper_manuscript_draft_report.md; paper_manuscript_draft_report.md; reports/paper_manuscript_draft_report.md,keep,benchmark or publication output
outputs/reports/paper_package_scaffold_report.md,keep_outputs_frozen,2202,True,outputs/reports/paper_package_scaffold_report.md; paper_package_scaffold_report.md; reports/paper_package_scaffold_report.md,keep,benchmark or publication output
outputs/reports/paper_pre_submission_qa_report.md,keep_outputs_frozen,1175,True,outputs/reports/paper_pre_submission_qa_report.md; paper_pre_submission_qa_report.md; reports/paper_pre_submission_qa_report.md,keep,benchmark or publication output
outputs/reports/paper_referee_readiness_report.md,keep_outputs_frozen,863,True,outputs/reports/paper_referee_readiness_report.md; paper_referee_readiness_report.md; reports/paper_referee_readiness_report.md,keep,benchmark or publication output
outputs/reports/paper_scientific_edit_report.md,keep_outputs_frozen,1583,True,outputs/reports/paper_scientific_edit_report.md; paper_scientific_edit_report.md; reports/paper_scientific_edit_report.md,keep,benchmark or publication output
outputs/reports/repository_cleanup_audit_report.md,keep_outputs_frozen,2141,True,outputs/reports/repository_cleanup_audit_report.md; reports/repository_cleanup_audit_report.md; repository_cleanup_audit_report.md,keep,benchmark or publication output
outputs/reports/sparc_baseline_fit_audit_refit_report.md,keep_outputs_frozen,3010,False,,keep,benchmark or publication output
outputs/reports/sparc_baseline_fit_audit_report.md,keep_outputs_frozen,3167,True,outputs/reports/sparc_baseline_fit_audit_report.md; reports/sparc_baseline_fit_audit_report.md; sparc_baseline_fit_audit_report.md,keep,benchmark or publication output
outputs/reports/sparc_baseline_model_comparison_report.md,keep_outputs_frozen,674,True,outputs/reports/sparc_baseline_model_comparison_report.md; reports/sparc_baseline_model_comparison_report.md; sparc_baseline_model_comparison_report.md,keep,benchmark or publication output
outputs/reports/sparc_baseline_refit_report.md,keep_outputs_frozen,1671,True,outputs/reports/sparc_baseline_refit_report.md; reports/sparc_baseline_refit_report.md; sparc_baseline_refit_report.md,keep,benchmark or publication output
outputs/reports/sparc_claim_traceability_report.md,keep_outputs_frozen,4458,True,outputs/reports/sparc_claim_traceability_report.md; reports/sparc_claim_traceability_report.md; sparc_claim_traceability_report.md,keep,benchmark or publication output
outputs/reports/sparc_controlled_subset_final_audit_report.md,keep_outputs_frozen,6870,True,outputs/reports/sparc_controlled_subset_final_audit_report.md; reports/sparc_controlled_subset_final_audit_report.md; sparc_controlled_subset_final_audit_report.md,keep,benchmark or publication output
outputs/reports/sparc_controlled_subset_results_summary.md,keep_outputs_frozen,5750,True,outputs/reports/sparc_controlled_subset_results_summary.md; reports/sparc_controlled_subset_results_summary.md; sparc_controlled_subset_results_summary.md,keep,benchmark or publication output
outputs/reports/sparc_failure_mode_analysis_report.md,keep_outputs_frozen,3657,True,outputs/reports/sparc_failure_mode_analysis_report.md; reports/sparc_failure_mode_analysis_report.md; sparc_failure_mode_analysis_report.md,keep,benchmark or publication output
outputs/reports/sparc_full_model_comparison_report.md,keep_outputs_frozen,5626,True,outputs/reports/sparc_full_model_comparison_report.md; reports/sparc_full_model_comparison_report.md; sparc_full_model_comparison_report.md,keep,benchmark or publication output
outputs/reports/sparc_ingestion_report.md,keep_outputs_frozen,749,True,outputs/reports/sparc_ingestion_report.md; reports/sparc_ingestion_report.md; sparc_ingestion_report.md,keep,benchmark or publication output
outputs/reports/sparc_ktau_sensitivity_report.md,keep_outputs_frozen,4847,True,outputs/reports/sparc_ktau_sensitivity_report.md; reports/sparc_ktau_sensitivity_report.md; sparc_ktau_sensitivity_report.md,keep,benchmark or publication output
outputs/reports/sparc_ml_prior_framework_report.md,keep_outputs_frozen,2318,True,outputs/reports/sparc_ml_prior_framework_report.md; reports/sparc_ml_prior_framework_report.md; sparc_ml_prior_framework_report.md,keep,benchmark or publication output
outputs/reports/sparc_ml_scaled_baseline_comparison_report.md,keep_outputs_frozen,2811,True,outputs/reports/sparc_ml_scaled_baseline_comparison_report.md; reports/sparc_ml_scaled_baseline_comparison_report.md; sparc_ml_scaled_baseline_comparison_report.md,keep,benchmark or publication output
outputs/reports/sparc_ml_sensitivity_audit_report.md,keep_outputs_frozen,2802,True,outputs/reports/sparc_ml_sensitivity_audit_report.md; reports/sparc_ml_sensitivity_audit_report.md; sparc_ml_sensitivity_audit_report.md,keep,benchmark or publication output
outputs/reports/sparc_mond_baseline_report.md,keep_outputs_frozen,3075,True,outputs/reports/sparc_mond_baseline_report.md; reports/sparc_mond_baseline_report.md; sparc_mond_baseline_report.md,keep,benchmark or publication output
outputs/reports/sparc_normalized_tau_pattern_report.md,keep_outputs_frozen,4953,True,outputs/reports/sparc_normalized_tau_pattern_report.md; reports/sparc_normalized_tau_pattern_report.md; sparc_normalized_tau_pattern_report.md,keep,benchmark or publication output
outputs/reports/sparc_photometry_informed_prior_report.md,keep_outputs_frozen,5522,True,outputs/reports/sparc_photometry_informed_prior_report.md; reports/sparc_photometry_informed_prior_report.md; sparc_photometry_informed_prior_report.md,keep,benchmark or publication output
outputs/reports/sparc_photometry_metadata_ingestion_report.md,keep_outputs_frozen,3018,True,outputs/reports/sparc_photometry_metadata_ingestion_report.md; reports/sparc_photometry_metadata_ingestion_report.md; sparc_photometry_metadata_ingestion_report.md,keep,benchmark or publication output
outputs/reports/sparc_post_ml_claim_reconciliation_report.md,keep_outputs_frozen,3650,True,outputs/reports/sparc_post_ml_claim_reconciliation_report.md; reports/sparc_post_ml_claim_reconciliation_report.md; sparc_post_ml_claim_reconciliation_report.md,keep,benchmark or publication output
outputs/reports/sparc_post_ml_controlled_subset_results_summary.md,keep_outputs_frozen,1841,True,outputs/reports/sparc_post_ml_controlled_subset_results_summary.md; reports/sparc_post_ml_controlled_subset_results_summary.md; sparc_post_ml_controlled_subset_results_summary.md,keep,benchmark or publication output
outputs/reports/sparc_radial_holdout_failure_report.md,keep_outputs_frozen,2933,True,outputs/reports/sparc_radial_holdout_failure_report.md; reports/sparc_radial_holdout_failure_report.md; sparc_radial_holdout_failure_report.md,keep,benchmark or publication output
outputs/reports/sparc_radial_tau_reconstruction_report.md,keep_outputs_frozen,2659,True,outputs/reports/sparc_radial_tau_reconstruction_report.md; reports/sparc_radial_tau_reconstruction_report.md; sparc_radial_tau_reconstruction_report.md,keep,benchmark or publication output
outputs/reports/sparc_subset_expansion_protocol_report.md,keep_outputs_frozen,2054,True,outputs/reports/sparc_subset_expansion_protocol_report.md; reports/sparc_subset_expansion_protocol_report.md; sparc_subset_expansion_protocol_report.md,keep,benchmark or publication output
outputs/reports/sparc_subset_selection_report.md,keep_outputs_frozen,917,True,outputs/reports/sparc_subset_selection_report.md; reports/sparc_subset_selection_report.md; sparc_subset_selection_report.md,keep,benchmark or publication output
outputs/reports/sparc_tdf_robustness_audit_report.md,keep_outputs_frozen,3765,True,outputs/reports/sparc_tdf_robustness_audit_report.md; reports/sparc_tdf_robustness_audit_report.md; sparc_tdf_robustness_audit_report.md,keep,benchmark or publication output
outputs/tables/README.md,keep_outputs_frozen,51,True,README.md,keep,benchmark or publication output
outputs/tables/controlled_expansion_comparison_summary.csv,keep_outputs_frozen,664,True,controlled_expansion_comparison_summary.csv; outputs/tables/controlled_expansion_comparison_summary.csv; tables/controlled_expansion_comparison_summary.csv,keep,benchmark or publication output
outputs/tables/controlled_expansion_final_claims.csv,keep_outputs_frozen,1784,True,controlled_expansion_final_claims.csv; outputs/tables/controlled_expansion_final_claims.csv; tables/controlled_expansion_final_claims.csv,keep,benchmark or publication output
outputs/tables/expansion12_case_review_summary.csv,keep_outputs_frozen,2269,True,expansion12_case_review_summary.csv; outputs/tables/expansion12_case_review_summary.csv; tables/expansion12_case_review_summary.csv,keep,benchmark or publication output
outputs/tables/expansion12_claim_traceability.csv,keep_outputs_frozen,944,True,expansion12_claim_traceability.csv; outputs/tables/expansion12_claim_traceability.csv; tables/expansion12_claim_traceability.csv,keep,benchmark or publication output
outputs/tables/expansion12_failure_diagnostics.csv,keep_outputs_frozen,4720,True,expansion12_failure_diagnostics.csv; outputs/tables/expansion12_failure_diagnostics.csv; tables/expansion12_failure_diagnostics.csv,keep,benchmark or publication output
outputs/tables/expansion12_failure_mode_summary.csv,keep_outputs_frozen,3577,True,expansion12_failure_mode_summary.csv; outputs/tables/expansion12_failure_mode_summary.csv; tables/expansion12_failure_mode_summary.csv,keep,benchmark or publication output
outputs/tables/expansion12_holdout_point_residuals.csv,keep_outputs_frozen,226175,True,expansion12_holdout_point_residuals.csv; outputs/tables/expansion12_holdout_point_residuals.csv; tables/expansion12_holdout_point_residuals.csv,keep,benchmark or publication output
outputs/tables/expansion12_holdout_validation.csv,keep_outputs_frozen,48944,True,expansion12_holdout_validation.csv; outputs/tables/expansion12_holdout_validation.csv; tables/expansion12_holdout_validation.csv,keep,benchmark or publication output
outputs/tables/expansion12_model_comparison.csv,keep_outputs_frozen,22458,True,expansion12_model_comparison.csv; outputs/tables/expansion12_model_comparison.csv; tables/expansion12_model_comparison.csv,keep,benchmark or publication output
outputs/tables/expansion12_radial_failure_map_summary.csv,keep_outputs_frozen,17530,True,expansion12_radial_failure_map_summary.csv; outputs/tables/expansion12_radial_failure_map_summary.csv; tables/expansion12_radial_failure_map_summary.csv,keep,benchmark or publication output
outputs/tables/expansion12_subset_selection.csv,keep_outputs_frozen,1150,True,expansion12_subset_selection.csv; outputs/tables/expansion12_subset_selection.csv; tables/expansion12_subset_selection.csv,keep,benchmark or publication output
outputs/tables/expansion12_tau_profiles.csv,keep_outputs_frozen,117640,True,expansion12_tau_profiles.csv; outputs/tables/expansion12_tau_profiles.csv; tables/expansion12_tau_profiles.csv,keep,benchmark or publication output
outputs/tables/expansion20_case_review_summary.csv,keep_outputs_frozen,2184,True,expansion20_case_review_summary.csv; outputs/tables/expansion20_case_review_summary.csv; tables/expansion20_case_review_summary.csv,keep,benchmark or publication output
outputs/tables/expansion20_claim_traceability.csv,keep_outputs_frozen,933,True,expansion20_claim_traceability.csv; outputs/tables/expansion20_claim_traceability.csv; tables/expansion20_claim_traceability.csv,keep,benchmark or publication output
outputs/tables/expansion20_failure_diagnostics.csv,keep_outputs_frozen,4984,True,expansion20_failure_diagnostics.csv; outputs/tables/expansion20_failure_diagnostics.csv; tables/expansion20_failure_diagnostics.csv,keep,benchmark or publication output
outputs/tables/expansion20_failure_mode_summary.csv,keep_outputs_frozen,6393,True,expansion20_failure_mode_summary.csv; outputs/tables/expansion20_failure_mode_summary.csv; tables/expansion20_failure_mode_summary.csv,keep,benchmark or publication output
outputs/tables/expansion20_holdout_validation.csv,keep_outputs_frozen,83596,True,expansion20_holdout_validation.csv; outputs/tables/expansion20_holdout_validation.csv; tables/expansion20_holdout_validation.csv,keep,benchmark or publication output
outputs/tables/expansion20_model_comparison.csv,keep_outputs_frozen,37393,True,expansion20_model_comparison.csv; outputs/tables/expansion20_model_comparison.csv; tables/expansion20_model_comparison.csv,keep,benchmark or publication output
outputs/tables/expansion20_subset_selection.csv,keep_outputs_frozen,1861,True,expansion20_subset_selection.csv; outputs/tables/expansion20_subset_selection.csv; tables/expansion20_subset_selection.csv,keep,benchmark or publication output
