galaxy_id,model_name,n_points,n_parameters,rmse_kms,chi_square,reduced_chi_square,aic,bic,fit_success,fit_status,data_source,data_mode,comparison_stage
NGC3198,tdf_3knot,43,3,11.58351994363047,317.34873477988333,8.137147045638034,323.34873477988333,328.632335126964,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC3198,tdf_4knot,43,4,10.203522826178732,89.99777377411316,2.36836246773982,97.99777377411316,105.0425742368874,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC3198,tdf_5knot,43,5,9.865730773159207,62.512240623933984,1.6895200168630806,72.51224062393399,81.3182412024018,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6503,tdf_3knot,31,3,9.50638653885686,571.8710542972507,21.18040941841669,577.8710542972507,582.1730159107061,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6503,tdf_4knot,31,4,7.685092077130353,361.8819508175448,13.91853656990557,369.8819508175448,375.6178996354854,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6503,tdf_5knot,31,5,6.485887092639339,216.87044775011924,8.67481791000477,226.87044775011924,234.04038377254497,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,tdf_3knot,18,3,25.270186486565944,95.99664982624529,6.85690355901752,101.99664982624529,104.66776509993377,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,tdf_4knot,18,4,123.30709479043857,6327.093811827523,486.6995239867325,6335.093811827523,6338.6552988591075,True,ok:2;negative_v2_regions,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,tdf_5knot,18,5,17.44309679604168,30.959809504985977,2.579984125415498,40.95980950498598,45.4116682944668,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,tdf_3knot,115,3,39.194855278147124,7774.833978909955,70.04354935954915,7780.833978909955,7789.068775295044,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,tdf_4knot,115,4,31.873212927346373,1886.3632194577042,17.148756540524584,1894.3632194577042,1905.3429479711572,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,tdf_5knot,115,5,29.66429630418224,1886.9553450195044,17.311516926784446,1896.9553450195044,1910.6800056613206,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,tdf_3knot,73,3,34.94645870347016,5176.441150491081,75.02088623900117,5182.441150491081,5189.312528814527,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,tdf_4knot,73,4,22.159487005242507,3239.2117480077177,47.63546688246644,3247.2117480077177,3256.3735857723113,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,tdf_5knot,73,5,19.04395632888286,1726.3784773259222,25.766842945163017,1736.3784773259222,1747.8307745316642,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,tdf_3knot,68,3,35.545922915598595,4867.672875123904,76.057388673811,4873.672875123904,4880.331398239433,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,tdf_4knot,68,4,32.60953479518979,4471.1958375721815,70.97136250114573,4479.1958375721815,4488.073868392886,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,tdf_5knot,68,5,28.969663736477727,2955.0748336901074,47.66249731758238,2965.0748336901074,2976.172372215988,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,tdf_3knot,71,3,37.9731077275772,3589.8147617362147,53.57932480203306,3595.8147617362147,3602.6028013673385,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,tdf_4knot,71,4,36.40407821568449,3424.617931552255,51.88815047806447,3432.617931552255,3441.6686510604204,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,tdf_5knot,71,5,30.292027766457593,1245.2511818605922,19.157710490162955,1255.2511818605922,1266.5645812457988,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,tdf_3knot,28,3,42.72500220060215,29424.6211808313,1226.0258825346375,29430.6211808313,29434.617794361824,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,tdf_4knot,28,4,29.717563132380313,6261.092823592802,272.2214271127305,6269.092823592802,6274.421641633503,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,tdf_5knot,28,5,21.434462733762462,2223.299084908385,101.0590493140175,2233.299084908385,2239.960107459261,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,tdf_3knot,22,3,4.120127234997298,109.77057439597539,6.0983652442208545,115.77057439597539,119.04370175605034,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,tdf_4knot,22,4,3.855792006210121,84.15859501344026,4.950505589025898,92.15859501344026,96.52276482687353,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,tdf_5knot,22,5,4.490040500121006,36.566646904667685,2.2854154315417303,46.566646904667685,52.02185917145927,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,tdf_3knot,28,3,20.3883979438971,49.53465661031015,2.0639440254295898,55.53465661031015,59.53127014083576,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,tdf_4knot,28,4,20.591978083455103,55.89790871624344,2.430343857227976,63.89790871624344,69.22672675694426,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,tdf_5knot,28,5,20.53170871178799,48.24470688171083,2.1929412218959468,58.24470688171083,64.90572943258685,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,tdf_3knot,31,3,14.110264991753738,20.525299124850847,0.7601962638833647,26.525299124850847,30.827260738306286,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,tdf_4knot,31,4,10.290385836600812,10.22616045824726,0.3933138637787408,18.22616045824726,23.962109276187846,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,tdf_5knot,31,5,7.288182818492676,4.769081963808801,0.19076327855235203,14.769081963808802,21.939017986234532,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,tdf_3knot,36,3,15.21893093301106,141.62582847237897,4.425807139761843,147.62582847237897,152.3763852877473,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,tdf_4knot,36,4,15.96557814955234,139.00504853930596,4.48403382384858,147.00504853930596,153.3391242931304,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,tdf_5knot,36,5,15.651643121783907,137.45035120921872,4.581678373640624,147.45035120921872,155.36794590149927,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,tdf_3knot,44,3,7.101969513921124,318.13524576302586,7.953381144075647,324.13524576302586,329.4878146647807,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,tdf_4knot,44,4,6.394543106967493,267.6905104163244,6.863859241444215,275.6905104163244,282.82726895199744,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,tdf_5knot,44,5,5.064300240675955,151.85515136470667,3.99618819380807,161.85515136470667,170.77609953429797,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,tdf_3knot,31,3,0.8213058068899995,4.02450222694926,0.14905563803515778,10.02450222694926,14.3264638404047,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,tdf_4knot,31,4,1.2576548599866229,9.47951837306087,0.36459686050234114,17.47951837306087,23.215467191001455,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,tdf_5knot,31,5,0.8260268234504073,3.531054163875428,0.14124216655501712,13.531054163875428,20.70099018630116,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,tdf_3knot,46,3,4.652283356116765,20.345980540219223,0.48442810810045767,26.345980540219223,31.831904729686507,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,tdf_4knot,46,4,5.0522641790587945,21.969906515352136,0.5358513784232228,29.969906515352136,37.284472101308516,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,tdf_5knot,46,5,4.261965805250269,15.77323735243283,0.39433093381082074,25.77323735243283,34.91644433487831,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,tdf_3knot,31,3,1.7072556150878873,9.017624540011667,0.3339860940745062,15.017624540011667,19.319586153467107,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,tdf_4knot,31,4,1.2515719202701108,4.928013426857364,0.18953897795605246,12.928013426857364,18.66396224479795,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,tdf_5knot,31,5,1.3781246369269096,5.882508081968009,0.23530032327872036,15.882508081968009,23.05244410439374,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,tdf_3knot,30,3,1.1443316483215913,2.885176198802323,0.11096831533855088,8.885176198802323,13.08876834378879,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,tdf_4knot,30,4,1.1812668482625075,3.074429609368404,0.12297718437473616,11.074429609368405,16.679219136017025,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,tdf_5knot,30,5,1.1275120267214258,2.8009856796030963,0.11670773665012901,12.800985679603096,19.806972587913876,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
